Time_Step,source,target
555,19,33
555,33,19
555,21,34
555,34,21
555,24,36
555,36,24
555,28,37
555,37,28
556,0,1
556,1,0
556,0,38
556,38,0
556,1,2
556,2,1
556,1,24
556,24,1
556,2,3
556,3,2
556,2,17
556,17,2
556,3,4
556,4,3
556,3,13
556,13,3
556,4,5
556,5,4
556,4,7
556,7,4
556,5,6
556,6,5
556,5,10
556,10,5
556,6,7
556,7,6
556,7,8
556,8,7
556,8,38
556,38,8
556,9,10
556,10,9
556,9,12
556,12,9
556,12,13
556,13,12
556,13,14
556,14,13
556,14,15
556,15,14
556,15,16
556,16,15
556,15,18
556,18,15
556,15,23
556,23,15
556,16,17
556,17,16
556,16,26
556,26,16
556,20,21
556,21,20
556,21,22
556,22,21
556,22,23
556,23,22
556,22,35
556,35,22
556,24,25
556,25,24
556,25,26
556,26,25
556,25,27
556,27,25
556,25,28
556,28,25
556,27,28
556,28,27
556,1,29
556,29,1
556,5,30
556,30,5
556,9,31
556,31,9
556,11,10
556,10,11
556,11,12
556,12,11
556,18,19
556,19,18
556,18,32
556,32,18
556,19,33
556,33,19
556,21,34
556,34,21
556,24,36
556,36,24
556,28,37
556,37,28
557,0,1
557,1,0
557,0,38
557,38,0
557,1,2
557,2,1
557,1,24
557,24,1
557,2,3
557,3,2
557,2,17
557,17,2
557,3,4
557,4,3
557,3,13
557,13,3
557,4,5
557,5,4
557,4,7
557,7,4
557,5,6
557,6,5
557,5,10
557,10,5
557,6,7
557,7,6
557,7,8
557,8,7
557,8,38
557,38,8
557,9,10
557,10,9
557,9,12
557,12,9
557,12,13
557,13,12
557,13,14
557,14,13
557,14,15
557,15,14
557,15,16
557,16,15
557,15,18
557,18,15
557,15,20
557,20,15
557,15,23
557,23,15
557,16,17
557,17,16
557,16,26
557,26,16
557,20,21
557,21,20
557,21,22
557,22,21
557,22,23
557,23,22
557,22,35
557,35,22
557,24,25
557,25,24
557,25,26
557,26,25
557,25,27
557,27,25
557,25,28
557,28,25
557,27,28
557,28,27
557,1,29
557,29,1
557,5,30
557,30,5
557,9,31
557,31,9
557,11,10
557,10,11
557,11,12
557,12,11
557,18,19
557,19,18
557,18,32
557,32,18
557,19,33
557,33,19
557,21,34
557,34,21
557,24,36
557,36,24
557,28,37
557,37,28
558,0,1
558,1,0
558,0,38
558,38,0
558,1,24
558,24,1
558,2,3
558,3,2
558,2,17
558,17,2
558,3,4
558,4,3
558,3,13
558,13,3
558,4,5
558,5,4
558,4,7
558,7,4
558,5,6
558,6,5
558,5,10
558,10,5
558,6,7
558,7,6
558,7,8
558,8,7
558,8,38
558,38,8
558,9,10
558,10,9
558,9,12
558,12,9
558,12,13
558,13,12
558,13,14
558,14,13
558,14,15
558,15,14
558,15,16
558,16,15
558,15,18
558,18,15
558,15,20
558,20,15
558,15,23
558,23,15
558,16,17
558,17,16
558,16,26
558,26,16
558,20,21
558,21,20
558,21,22
558,22,21
558,22,23
558,23,22
558,22,35
558,35,22
558,24,25
558,25,24
558,25,26
558,26,25
558,25,27
558,27,25
558,25,28
558,28,25
558,27,28
558,28,27
558,1,29
558,29,1
558,5,30
558,30,5
558,9,31
558,31,9
558,11,10
558,10,11
558,11,12
558,12,11
558,18,19
558,19,18
558,18,32
558,32,18
558,19,33
558,33,19
558,21,34
558,34,21
558,24,36
558,36,24
558,28,37
558,37,28
559,0,1
559,1,0
559,0,38
559,38,0
559,1,2
559,2,1
559,1,24
559,24,1
559,2,3
559,3,2
559,2,17
559,17,2
559,3,4
559,4,3
559,3,13
559,13,3
559,4,5
559,5,4
559,4,7
559,7,4
559,5,6
559,6,5
559,5,10
559,10,5
559,6,7
559,7,6
559,7,8
559,8,7
559,8,38
559,38,8
559,9,10
559,10,9
559,9,12
559,12,9
559,12,13
559,13,12
559,13,14
559,14,13
559,14,15
559,15,14
559,15,16
559,16,15
559,15,18
559,18,15
559,15,20
559,20,15
559,15,23
559,23,15
559,16,17
559,17,16
559,20,21
559,21,20
559,21,22
559,22,21
559,22,23
559,23,22
559,22,35
559,35,22
559,24,25
559,25,24
559,25,26
559,26,25
559,25,27
559,27,25
559,25,28
559,28,25
559,27,28
559,28,27
559,1,29
559,29,1
559,5,30
559,30,5
559,9,31
559,31,9
559,11,10
559,10,11
559,11,12
559,12,11
559,18,19
559,19,18
559,18,32
559,32,18
559,19,33
559,33,19
559,21,34
559,34,21
559,24,36
559,36,24
559,28,37
559,37,28
560,0,1
560,1,0
560,0,38
560,38,0
560,1,2
560,2,1
560,1,24
560,24,1
560,2,3
560,3,2
560,2,17
560,17,2
560,3,4
560,4,3
560,3,13
560,13,3
560,4,5
560,5,4
560,4,7
560,7,4
560,5,6
560,6,5
560,5,10
560,10,5
560,6,7
560,7,6
560,7,8
560,8,7
560,8,38
560,38,8
560,9,10
560,10,9
560,9,12
560,12,9
560,12,13
560,13,12
560,13,14
560,14,13
560,14,15
560,15,14
560,15,16
560,16,15
560,15,18
560,18,15
560,15,20
560,20,15
560,15,23
560,23,15
560,16,17
560,17,16
560,16,26
560,26,16
560,20,21
560,21,20
560,21,22
560,22,21
560,22,23
560,23,22
560,22,35
560,35,22
560,24,25
560,25,24
560,25,26
560,26,25
560,25,27
560,27,25
560,25,28
560,28,25
560,27,28
560,28,27
560,1,29
560,29,1
560,5,30
560,30,5
560,9,31
560,31,9
560,11,10
560,10,11
560,11,12
560,12,11
560,18,19
560,19,18
560,18,32
560,32,18
560,19,33
560,33,19
560,21,34
560,34,21
560,24,36
560,36,24
560,28,37
560,37,28
561,0,1
561,1,0
561,0,38
561,38,0
561,1,2
561,2,1
561,1,24
561,24,1
561,2,3
561,3,2
561,2,17
561,17,2
561,3,4
561,4,3
561,3,13
561,13,3
561,4,5
561,5,4
561,4,7
561,7,4
561,5,6
561,6,5
561,5,10
561,10,5
561,6,7
561,7,6
561,7,8
561,8,7
561,8,38
561,38,8
561,9,10
561,10,9
561,9,12
561,12,9
561,12,13
561,13,12
561,13,14
561,14,13
561,14,15
561,15,14
561,15,16
561,16,15
561,15,18
561,18,15
561,15,20
561,20,15
561,15,23
561,23,15
561,16,17
561,17,16
561,16,26
561,26,16
561,20,21
561,21,20
561,21,22
561,22,21
561,22,23
561,23,22
561,22,35
561,35,22
561,24,25
561,25,24
561,25,26
561,26,25
561,25,27
561,27,25
561,25,28
561,28,25
561,27,28
561,28,27
561,1,29
561,29,1
561,5,30
561,30,5
561,9,31
561,31,9
561,11,10
561,10,11
561,11,12
561,12,11
561,18,19
561,19,18
561,18,32
561,32,18
561,19,33
561,33,19
561,21,34
561,34,21
561,24,36
561,36,24
561,28,37
561,37,28
562,0,1
562,1,0
562,0,38
562,38,0
562,1,2
562,2,1
562,1,24
562,24,1
562,2,3
562,3,2
562,2,17
562,17,2
562,3,4
562,4,3
562,3,13
562,13,3
562,4,5
562,5,4
562,4,7
562,7,4
562,5,6
562,6,5
562,5,10
562,10,5
562,6,7
562,7,6
562,7,8
562,8,7
562,8,38
562,38,8
562,9,10
562,10,9
562,9,12
562,12,9
562,12,13
562,13,12
562,13,14
562,14,13
562,14,15
562,15,14
562,15,16
562,16,15
562,15,18
562,18,15
562,15,20
562,20,15
562,15,23
562,23,15
562,16,17
562,17,16
562,16,26
562,26,16
562,20,21
562,21,20
562,21,22
562,22,21
562,22,23
562,23,22
562,22,35
562,35,22
562,24,25
562,25,24
562,25,26
562,26,25
562,25,27
562,27,25
562,25,28
562,28,25
562,27,28
562,28,27
562,1,29
562,29,1
562,5,30
562,30,5
562,9,31
562,31,9
562,11,10
562,10,11
562,11,12
562,12,11
562,18,19
562,19,18
562,18,32
562,32,18
562,19,33
562,33,19
562,21,34
562,34,21
562,24,36
562,36,24
562,28,37
562,37,28
563,0,1
563,1,0
563,0,38
563,38,0
563,1,2
563,2,1
563,1,24
563,24,1
563,2,3
563,3,2
563,2,17
563,17,2
563,3,4
563,4,3
563,3,13
563,13,3
563,4,5
563,5,4
563,4,7
563,7,4
563,5,6
563,6,5
563,5,10
563,10,5
563,6,7
563,7,6
563,7,8
563,8,7
563,8,38
563,38,8
563,9,10
563,10,9
563,9,12
563,12,9
563,12,13
563,13,12
563,13,14
563,14,13
563,14,15
563,15,14
563,15,16
563,16,15
563,15,18
563,18,15
563,15,20
563,20,15
563,15,23
563,23,15
563,16,17
563,17,16
563,16,26
563,26,16
563,20,21
563,21,20
563,21,22
563,22,21
563,22,23
563,23,22
563,22,35
563,35,22
563,24,25
563,25,24
563,25,26
563,26,25
563,25,27
563,27,25
563,25,28
563,28,25
563,27,28
563,28,27
563,1,29
563,29,1
563,5,30
563,30,5
563,9,31
563,31,9
563,11,10
563,10,11
563,11,12
563,12,11
563,18,19
563,19,18
563,18,32
563,32,18
563,19,33
563,33,19
563,21,34
563,34,21
563,24,36
563,36,24
563,28,37
563,37,28
564,0,1
564,1,0
564,0,38
564,38,0
564,1,2
564,2,1
564,1,24
564,24,1
564,2,3
564,3,2
564,2,17
564,17,2
564,3,4
564,4,3
564,3,13
564,13,3
564,4,5
564,5,4
564,4,7
564,7,4
564,5,6
564,6,5
564,5,10
564,10,5
564,6,7
564,7,6
564,7,8
564,8,7
564,8,38
564,38,8
564,9,10
564,10,9
564,9,12
564,12,9
564,12,13
564,13,12
564,13,14
564,14,13
564,14,15
564,15,14
564,15,16
564,16,15
564,15,18
564,18,15
564,15,20
564,20,15
564,15,23
564,23,15
564,16,17
564,17,16
564,16,26
564,26,16
564,20,21
564,21,20
564,21,22
564,22,21
564,22,23
564,23,22
564,22,35
564,35,22
564,24,25
564,25,24
564,25,26
564,26,25
564,25,27
564,27,25
564,25,28
564,28,25
564,27,28
564,28,27
564,1,29
564,29,1
564,5,30
564,30,5
564,9,31
564,31,9
564,11,10
564,10,11
564,11,12
564,12,11
564,18,19
564,19,18
564,18,32
564,32,18
564,19,33
564,33,19
564,21,34
564,34,21
564,24,36
564,36,24
564,28,37
564,37,28
565,0,1
565,1,0
565,0,38
565,38,0
565,1,2
565,2,1
565,1,24
565,24,1
565,2,3
565,3,2
565,2,17
565,17,2
565,3,4
565,4,3
565,3,13
565,13,3
565,4,5
565,5,4
565,4,7
565,7,4
565,5,6
565,6,5
565,5,10
565,10,5
565,6,7
565,7,6
565,8,38
565,38,8
565,9,10
565,10,9
565,9,12
565,12,9
565,12,13
565,13,12
565,13,14
565,14,13
565,14,15
565,15,14
565,15,16
565,16,15
565,15,18
565,18,15
565,15,20
565,20,15
565,15,23
565,23,15
565,16,17
565,17,16
565,16,26
565,26,16
565,20,21
565,21,20
565,21,22
565,22,21
565,22,23
565,23,22
565,22,35
565,35,22
565,24,25
565,25,24
565,25,26
565,26,25
565,25,27
565,27,25
565,25,28
565,28,25
565,27,28
565,28,27
565,1,29
565,29,1
565,5,30
565,30,5
565,9,31
565,31,9
565,11,10
565,10,11
565,11,12
565,12,11
565,18,19
565,19,18
565,18,32
565,32,18
565,19,33
565,33,19
565,21,34
565,34,21
565,24,36
565,36,24
565,28,37
565,37,28
566,0,1
566,1,0
566,0,38
566,38,0
566,1,2
566,2,1
566,1,24
566,24,1
566,2,3
566,3,2
566,2,17
566,17,2
566,3,4
566,4,3
566,3,13
566,13,3
566,4,5
566,5,4
566,4,7
566,7,4
566,5,6
566,6,5
566,6,7
566,7,6
566,7,8
566,8,7
566,8,38
566,38,8
566,9,10
566,10,9
566,9,12
566,12,9
566,12,13
566,13,12
566,13,14
566,14,13
566,14,15
566,15,14
566,15,16
566,16,15
566,15,18
566,18,15
566,15,20
566,20,15
566,15,23
566,23,15
566,16,17
566,17,16
566,16,26
566,26,16
566,20,21
566,21,20
566,21,22
566,22,21
566,22,23
566,23,22
566,22,35
566,35,22
566,24,25
566,25,24
566,25,26
566,26,25
566,25,27
566,27,25
566,25,28
566,28,25
566,27,28
566,28,27
566,1,29
566,29,1
566,5,30
566,30,5
566,9,31
566,31,9
566,11,10
566,10,11
566,11,12
566,12,11
566,18,19
566,19,18
566,18,32
566,32,18
566,19,33
566,33,19
566,21,34
566,34,21
566,24,36
566,36,24
566,28,37
566,37,28
567,0,1
567,1,0
567,0,38
567,38,0
567,1,2
567,2,1
567,1,24
567,24,1
567,2,3
567,3,2
567,2,17
567,17,2
567,3,4
567,4,3
567,3,13
567,13,3
567,4,5
567,5,4
567,4,7
567,7,4
567,5,6
567,6,5
567,5,10
567,10,5
567,6,7
567,7,6
567,7,8
567,8,7
567,8,38
567,38,8
567,9,10
567,10,9
567,9,12
567,12,9
567,12,13
567,13,12
567,13,14
567,14,13
567,14,15
567,15,14
567,15,16
567,16,15
567,15,18
567,18,15
567,15,20
567,20,15
567,15,23
567,23,15
567,16,17
567,17,16
567,16,26
567,26,16
567,20,21
567,21,20
567,21,22
567,22,21
567,22,23
567,23,22
567,22,35
567,35,22
567,24,25
567,25,24
567,25,26
567,26,25
567,25,27
567,27,25
567,25,28
567,28,25
567,27,28
567,28,27
567,1,29
567,29,1
567,5,30
567,30,5
567,9,31
567,31,9
567,11,10
567,10,11
567,11,12
567,12,11
567,18,19
567,19,18
567,18,32
567,32,18
567,19,33
567,33,19
567,21,34
567,34,21
567,24,36
567,36,24
567,28,37
567,37,28
568,0,1
568,1,0
568,0,38
568,38,0
568,1,2
568,2,1
568,1,24
568,24,1
568,2,3
568,3,2
568,2,17
568,17,2
568,3,4
568,4,3
568,3,13
568,13,3
568,4,5
568,5,4
568,4,7
568,7,4
568,5,6
568,6,5
568,5,10
568,10,5
568,6,7
568,7,6
568,7,8
568,8,7
568,8,38
568,38,8
568,9,10
568,10,9
568,9,12
568,12,9
568,12,13
568,13,12
568,13,14
568,14,13
568,14,15
568,15,14
568,15,16
568,16,15
568,15,18
568,18,15
568,15,20
568,20,15
568,15,23
568,23,15
568,16,17
568,17,16
568,16,26
568,26,16
568,20,21
568,21,20
568,21,22
568,22,21
568,22,23
568,23,22
568,22,35
568,35,22
568,24,25
568,25,24
568,25,26
568,26,25
568,25,27
568,27,25
568,25,28
568,28,25
568,27,28
568,28,27
568,1,29
568,29,1
568,5,30
568,30,5
568,9,31
568,31,9
568,11,10
568,10,11
568,11,12
568,12,11
568,18,19
568,19,18
568,18,32
568,32,18
568,19,33
568,33,19
568,21,34
568,34,21
568,24,36
568,36,24
568,28,37
568,37,28
569,0,1
569,1,0
569,0,38
569,38,0
569,1,2
569,2,1
569,1,24
569,24,1
569,2,3
569,3,2
569,2,17
569,17,2
569,3,4
569,4,3
569,3,13
569,13,3
569,4,5
569,5,4
569,4,7
569,7,4
569,5,6
569,6,5
569,5,10
569,10,5
569,6,7
569,7,6
569,7,8
569,8,7
569,8,38
569,38,8
569,9,10
569,10,9
569,9,12
569,12,9
569,12,13
569,13,12
569,13,14
569,14,13
569,14,15
569,15,14
569,15,16
569,16,15
569,15,18
569,18,15
569,15,20
569,20,15
569,15,23
569,23,15
569,16,17
569,17,16
569,16,26
569,26,16
569,20,21
569,21,20
569,21,22
569,22,21
569,22,23
569,23,22
569,22,35
569,35,22
569,24,25
569,25,24
569,25,26
569,26,25
569,25,27
569,27,25
569,25,28
569,28,25
569,27,28
569,28,27
569,1,29
569,29,1
569,5,30
569,30,5
569,9,31
569,31,9
569,11,10
569,10,11
569,11,12
569,12,11
569,18,19
569,19,18
569,18,32
569,32,18
569,19,33
569,33,19
569,21,34
569,34,21
569,24,36
569,36,24
569,28,37
569,37,28
570,0,1
570,1,0
570,0,38
570,38,0
570,1,2
570,2,1
570,1,24
570,24,1
570,2,3
570,3,2
570,2,17
570,17,2
570,3,4
570,4,3
570,3,13
570,13,3
570,4,5
570,5,4
570,4,7
570,7,4
570,5,6
570,6,5
570,5,10
570,10,5
570,6,7
570,7,6
570,7,8
570,8,7
570,8,38
570,38,8
570,9,10
570,10,9
570,9,12
570,12,9
570,12,13
570,13,12
570,13,14
570,14,13
570,14,15
570,15,14
570,15,16
570,16,15
570,15,18
570,18,15
570,15,20
570,20,15
570,15,23
570,23,15
570,16,17
570,17,16
570,16,26
570,26,16
570,20,21
570,21,20
570,21,22
570,22,21
570,22,23
570,23,22
570,22,35
570,35,22
570,24,25
570,25,24
570,25,26
570,26,25
570,25,27
570,27,25
570,25,28
570,28,25
570,27,28
570,28,27
570,1,29
570,29,1
570,5,30
570,30,5
570,9,31
570,31,9
570,11,10
570,10,11
570,11,12
570,12,11
570,18,19
570,19,18
570,18,32
570,32,18
570,19,33
570,33,19
570,21,34
570,34,21
570,24,36
570,36,24
570,28,37
570,37,28
571,0,1
571,1,0
571,0,38
571,38,0
571,1,2
571,2,1
571,1,24
571,24,1
571,2,3
571,3,2
571,2,17
571,17,2
571,3,4
571,4,3
571,3,13
571,13,3
571,4,5
571,5,4
571,4,7
571,7,4
571,5,6
571,6,5
571,5,10
571,10,5
571,6,7
571,7,6
571,7,8
571,8,7
571,8,38
571,38,8
571,9,10
571,10,9
571,9,12
571,12,9
571,12,13
571,13,12
571,13,14
571,14,13
571,14,15
571,15,14
571,15,16
571,16,15
571,15,18
571,18,15
571,15,20
571,20,15
571,15,23
571,23,15
571,16,17
571,17,16
571,16,26
571,26,16
571,20,21
571,21,20
571,21,22
571,22,21
571,22,23
571,23,22
571,22,35
571,35,22
571,24,25
571,25,24
571,25,26
571,26,25
571,25,27
571,27,25
571,25,28
571,28,25
571,27,28
571,28,27
571,1,29
571,29,1
571,5,30
571,30,5
571,9,31
571,31,9
571,11,10
571,10,11
571,11,12
571,12,11
571,18,19
571,19,18
571,18,32
571,32,18
571,19,33
571,33,19
571,21,34
571,34,21
571,24,36
571,36,24
571,28,37
571,37,28
572,0,1
572,1,0
572,0,38
572,38,0
572,1,2
572,2,1
572,1,24
572,24,1
572,2,3
572,3,2
572,2,17
572,17,2
572,3,4
572,4,3
572,3,13
572,13,3
572,4,5
572,5,4
572,4,7
572,7,4
572,5,6
572,6,5
572,5,10
572,10,5
572,6,7
572,7,6
572,7,8
572,8,7
572,8,38
572,38,8
572,9,10
572,10,9
572,9,12
572,12,9
572,12,13
572,13,12
572,13,14
572,14,13
572,14,15
572,15,14
572,15,16
572,16,15
572,15,18
572,18,15
572,15,20
572,20,15
572,15,23
572,23,15
572,16,17
572,17,16
572,16,26
572,26,16
572,20,21
572,21,20
572,21,22
572,22,21
572,22,23
572,23,22
572,22,35
572,35,22
572,24,25
572,25,24
572,25,26
572,26,25
572,25,27
572,27,25
572,25,28
572,28,25
572,27,28
572,28,27
572,1,29
572,29,1
572,5,30
572,30,5
572,9,31
572,31,9
572,11,10
572,10,11
572,11,12
572,12,11
572,18,19
572,19,18
572,18,32
572,32,18
572,19,33
572,33,19
572,21,34
572,34,21
572,24,36
572,36,24
572,28,37
572,37,28
573,0,1
573,1,0
573,0,38
573,38,0
573,1,2
573,2,1
573,1,24
573,24,1
573,2,3
573,3,2
573,2,17
573,17,2
573,3,4
573,4,3
573,3,13
573,13,3
573,4,5
573,5,4
573,4,7
573,7,4
573,5,6
573,6,5
573,5,10
573,10,5
573,6,7
573,7,6
573,7,8
573,8,7
573,8,38
573,38,8
573,9,10
573,10,9
573,9,12
573,12,9
573,12,13
573,13,12
573,13,14
573,14,13
573,14,15
573,15,14
573,15,16
573,16,15
573,15,18
573,18,15
573,15,20
573,20,15
573,15,23
573,23,15
573,16,17
573,17,16
573,16,26
573,26,16
573,20,21
573,21,20
573,21,22
573,22,21
573,22,23
573,23,22
573,22,35
573,35,22
573,24,25
573,25,24
573,25,26
573,26,25
573,25,27
573,27,25
573,25,28
573,28,25
573,27,28
573,28,27
573,1,29
573,29,1
573,5,30
573,30,5
573,9,31
573,31,9
573,11,10
573,10,11
573,11,12
573,12,11
573,18,19
573,19,18
573,18,32
573,32,18
573,19,33
573,33,19
573,21,34
573,34,21
573,24,36
573,36,24
573,28,37
573,37,28
574,0,1
574,1,0
574,0,38
574,38,0
574,1,2
574,2,1
574,1,24
574,24,1
574,2,3
574,3,2
574,2,17
574,17,2
574,3,4
574,4,3
574,3,13
574,13,3
574,4,5
574,5,4
574,4,7
574,7,4
574,5,6
574,6,5
574,5,10
574,10,5
574,6,7
574,7,6
574,7,8
574,8,7
574,8,38
574,38,8
574,9,10
574,10,9
574,9,12
574,12,9
574,12,13
574,13,12
574,13,14
574,14,13
574,14,15
574,15,14
574,15,16
574,16,15
574,15,18
574,18,15
574,15,23
574,23,15
574,16,17
574,17,16
574,16,26
574,26,16
574,20,21
574,21,20
574,21,22
574,22,21
574,22,23
574,23,22
574,22,35
574,35,22
574,24,25
574,25,24
574,25,26
574,26,25
574,25,27
574,27,25
574,25,28
574,28,25
574,27,28
574,28,27
574,1,29
574,29,1
574,5,30
574,30,5
574,9,31
574,31,9
574,11,10
574,10,11
574,11,12
574,12,11
574,18,19
574,19,18
574,18,32
574,32,18
574,19,33
574,33,19
574,21,34
574,34,21
574,24,36
574,36,24
574,28,37
574,37,28
575,0,1
575,1,0
575,0,38
575,38,0
575,1,2
575,2,1
575,1,24
575,24,1
575,2,3
575,3,2
575,2,17
575,17,2
575,3,4
575,4,3
575,3,13
575,13,3
575,4,5
575,5,4
575,4,7
575,7,4
575,5,6
575,6,5
575,5,10
575,10,5
575,6,7
575,7,6
575,7,8
575,8,7
575,8,38
575,38,8
575,9,10
575,10,9
575,9,12
575,12,9
575,12,13
575,13,12
575,13,14
575,14,13
575,14,15
575,15,14
575,15,16
575,16,15
575,15,18
575,18,15
575,15,20
575,20,15
575,15,23
575,23,15
575,16,17
575,17,16
575,16,26
575,26,16
575,20,21
575,21,20
575,21,22
575,22,21
575,22,23
575,23,22
575,22,35
575,35,22
575,24,25
575,25,24
575,25,26
575,26,25
575,25,27
575,27,25
575,25,28
575,28,25
575,27,28
575,28,27
575,1,29
575,29,1
575,5,30
575,30,5
575,9,31
575,31,9
575,11,10
575,10,11
575,11,12
575,12,11
575,18,19
575,19,18
575,18,32
575,32,18
575,19,33
575,33,19
575,21,34
575,34,21
575,24,36
575,36,24
575,28,37
575,37,28
576,0,1
576,1,0
576,0,38
576,38,0
576,1,2
576,2,1
576,1,24
576,24,1
576,2,3
576,3,2
576,3,4
576,4,3
576,3,13
576,13,3
576,4,5
576,5,4
576,4,7
576,7,4
576,5,6
576,6,5
576,5,10
576,10,5
576,6,7
576,7,6
576,7,8
576,8,7
576,8,38
576,38,8
576,9,10
576,10,9
576,9,12
576,12,9
576,12,13
576,13,12
576,13,14
576,14,13
576,14,15
576,15,14
576,15,16
576,16,15
576,15,18
576,18,15
576,15,20
576,20,15
576,15,23
576,23,15
576,16,17
576,17,16
576,16,26
576,26,16
576,20,21
576,21,20
576,21,22
576,22,21
576,22,23
576,23,22
576,22,35
576,35,22
576,24,25
576,25,24
576,25,26
576,26,25
576,25,27
576,27,25
576,25,28
576,28,25
576,27,28
576,28,27
576,1,29
576,29,1
576,5,30
576,30,5
576,9,31
576,31,9
576,11,10
576,10,11
576,11,12
576,12,11
576,18,19
576,19,18
576,18,32
576,32,18
576,19,33
576,33,19
576,21,34
576,34,21
576,24,36
576,36,24
576,28,37
576,37,28
577,0,1
577,1,0
577,0,38
577,38,0
577,1,2
577,2,1
577,1,24
577,24,1
577,2,3
577,3,2
577,2,17
577,17,2
577,3,4
577,4,3
577,3,13
577,13,3
577,4,5
577,5,4
577,4,7
577,7,4
577,5,6
577,6,5
577,5,10
577,10,5
577,6,7
577,7,6
577,7,8
577,8,7
577,8,38
577,38,8
577,9,10
577,10,9
577,9,12
577,12,9
577,12,13
577,13,12
577,13,14
577,14,13
577,14,15
577,15,14
577,15,16
577,16,15
577,15,18
577,18,15
577,15,20
577,20,15
577,15,23
577,23,15
577,16,17
577,17,16
577,16,26
577,26,16
577,20,21
577,21,20
577,21,22
577,22,21
577,22,23
577,23,22
577,22,35
577,35,22
577,24,25
577,25,24
577,25,26
577,26,25
577,25,27
577,27,25
577,25,28
577,28,25
577,27,28
577,28,27
577,1,29
577,29,1
577,5,30
577,30,5
577,9,31
577,31,9
577,11,10
577,10,11
577,11,12
577,12,11
577,18,19
577,19,18
577,18,32
577,32,18
577,19,33
577,33,19
577,21,34
577,34,21
577,24,36
577,36,24
577,28,37
577,37,28
578,0,1
578,1,0
578,0,38
578,38,0
578,1,2
578,2,1
578,1,24
578,24,1
578,2,3
578,3,2
578,2,17
578,17,2
578,3,4
578,4,3
578,3,13
578,13,3
578,4,5
578,5,4
578,4,7
578,7,4
578,5,6
578,6,5
578,5,10
578,10,5
578,6,7
578,7,6
578,7,8
578,8,7
578,8,38
578,38,8
578,9,10
578,10,9
578,9,12
578,12,9
578,12,13
578,13,12
578,13,14
578,14,13
578,14,15
578,15,14
578,15,16
578,16,15
578,15,18
578,18,15
578,15,20
578,20,15
578,15,23
578,23,15
578,16,17
578,17,16
578,16,26
578,26,16
578,20,21
578,21,20
578,21,22
578,22,21
578,22,23
578,23,22
578,22,35
578,35,22
578,24,25
578,25,24
578,25,26
578,26,25
578,25,27
578,27,25
578,25,28
578,28,25
578,27,28
578,28,27
578,1,29
578,29,1
578,5,30
578,30,5
578,9,31
578,31,9
578,11,10
578,10,11
578,11,12
578,12,11
578,18,19
578,19,18
578,18,32
578,32,18
578,19,33
578,33,19
578,21,34
578,34,21
578,24,36
578,36,24
578,28,37
578,37,28
579,0,1
579,1,0
579,0,38
579,38,0
579,1,2
579,2,1
579,1,24
579,24,1
579,2,3
579,3,2
579,2,17
579,17,2
579,3,4
579,4,3
579,3,13
579,13,3
579,4,5
579,5,4
579,4,7
579,7,4
579,5,6
579,6,5
579,5,10
579,10,5
579,6,7
579,7,6
579,7,8
579,8,7
579,8,38
579,38,8
579,9,10
579,10,9
579,9,12
579,12,9
579,12,13
579,13,12
579,13,14
579,14,13
579,14,15
579,15,14
579,15,16
579,16,15
579,15,18
579,18,15
579,15,20
579,20,15
579,15,23
579,23,15
579,16,17
579,17,16
579,16,26
579,26,16
579,20,21
579,21,20
579,21,22
579,22,21
579,22,23
579,23,22
579,22,35
579,35,22
579,24,25
579,25,24
579,25,26
579,26,25
579,25,27
579,27,25
579,25,28
579,28,25
579,27,28
579,28,27
579,1,29
579,29,1
579,5,30
579,30,5
579,9,31
579,31,9
579,11,10
579,10,11
579,11,12
579,12,11
579,18,19
579,19,18
579,18,32
579,32,18
579,19,33
579,33,19
579,21,34
579,34,21
579,24,36
579,36,24
579,28,37
579,37,28
580,0,1
580,1,0
580,0,38
580,38,0
580,1,2
580,2,1
580,1,24
580,24,1
580,2,3
580,3,2
580,2,17
580,17,2
580,3,4
580,4,3
580,3,13
580,13,3
580,4,5
580,5,4
580,4,7
580,7,4
580,5,6
580,6,5
580,5,10
580,10,5
580,6,7
580,7,6
580,7,8
580,8,7
580,8,38
580,38,8
580,9,10
580,10,9
580,9,12
580,12,9
580,12,13
580,13,12
580,13,14
580,14,13
580,14,15
580,15,14
580,15,16
580,16,15
580,15,18
580,18,15
580,15,20
580,20,15
580,15,23
580,23,15
580,16,17
580,17,16
580,16,26
580,26,16
580,20,21
580,21,20
580,21,22
580,22,21
580,22,23
580,23,22
580,22,35
580,35,22
580,24,25
580,25,24
580,25,26
580,26,25
580,25,27
580,27,25
580,25,28
580,28,25
580,27,28
580,28,27
580,1,29
580,29,1
580,5,30
580,30,5
580,9,31
580,31,9
580,11,10
580,10,11
580,11,12
580,12,11
580,18,19
580,19,18
580,18,32
580,32,18
580,19,33
580,33,19
580,21,34
580,34,21
580,24,36
580,36,24
580,28,37
580,37,28
581,0,1
581,1,0
581,0,38
581,38,0
581,1,2
581,2,1
581,1,24
581,24,1
581,2,3
581,3,2
581,2,17
581,17,2
581,3,4
581,4,3
581,3,13
581,13,3
581,4,5
581,5,4
581,4,7
581,7,4
581,5,6
581,6,5
581,5,10
581,10,5
581,6,7
581,7,6
581,7,8
581,8,7
581,8,38
581,38,8
581,9,10
581,10,9
581,9,12
581,12,9
581,12,13
581,13,12
581,13,14
